what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142838354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142877421
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338142880872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142883072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142926880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142928887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142930608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1338142934975
error,log,,,"C:\\Users\\moi\\workspace\\testHibernate\\WebContent\\WEB-INF\\lib\\ojdbc6.jar",1338142935868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338142950574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143395565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143397966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143445885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143455057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143457693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143466500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143469506
error,log,,,"C:\\Users\\moi\\workspace\\testHibernate\\WebContent\\WEB-INF\\lib\\ojdbc6.jar",1338143469653
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338143469916
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338143470025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338143472055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338143478055
error,log,,,"C:\\Users\\moi\\workspace\\testHibernate\\WebContent\\WEB-INF\\lib\\ojdbc6.jar",1338143478215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143480003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143500060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143502439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143507186
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338143507794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143513968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143515868
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1338143523660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338143523724
